driver_id,car_id,shift_start,shift_end
D31,C6,2025-02-04 08:00:00,2025-02-04 15:00:00
D39,C6,2025-02-04 08:28:00,2025-02-04 15:28:00
D5,C7,2025-02-04 08:32:00,2025-02-04 16:32:00
D10,C8,2025-02-04 08:11:00,2025-02-04 15:11:00
D39,C9,2025-02-04 08:52:00,2025-02-04 14:52:00
D46,C9,2025-02-04 08:42:00,2025-02-04 15:42:00
D22,C10,2025-02-04 08:07:00,2025-02-04 17:07:00
D47,C10,2025-02-04 08:43:00,2025-02-04 17:43:00
D14,C11,2025-02-04 08:10:00,2025-02-04 17:10:00
D38,C11,2025-02-04 08:01:00,2025-02-04 15:01:00
D9,C12,2025-02-04 08:36:00,2025-02-04 15:36:00
D41,C13,2025-02-04 08:32:00,2025-02-04 14:32:00
D4,C14,2025-02-04 08:10:00,2025-02-04 16:10:00
D34,C15,2025-02-04 08:25:00,2025-02-04 14:25:00
D6,C16,2025-02-04 08:28:00,2025-02-04 17:28:00
D14,C16,2025-02-04 08:55:00,2025-02-04 17:55:00
D15,C17,2025-02-04 08:53:00,2025-02-04 17:53:00
D38,C18,2025-02-04 08:52:00,2025-02-04 15:52:00
D11,C19,2025-02-04 08:43:00,2025-02-04 16:43:00
D47,C19,2025-02-04 08:59:00,2025-02-04 17:59:00
D15,C20,2025-02-04 08:24:00,2025-02-04 17:24:00
D7,C21,2025-02-04 08:01:00,2025-02-04 15:01:00
D10,C22,2025-02-04 08:06:00,2025-02-04 15:06:00
D39,C22,2025-02-04 08:30:00,2025-02-04 14:30:00
D6,C23,2025-02-04 08:30:00,2025-02-04 15:30:00
D50,C24,2025-02-04 08:43:00,2025-02-04 17:43:00
D24,C25,2025-02-04 08:44:00,2025-02-04 17:44:00
D3,C25,2025-02-04 08:14:00,2025-02-04 17:14:00
D23,C1,2025-02-05 08:51:00,2025-02-05 14:51:00
D38,C1,2025-02-05 08:27:00,2025-02-05 15:27:00
D31,C2,2025-02-05 08:14:00,2025-02-05 14:14:00
D50,C2,2025-02-05 08:18:00,2025-02-05 17:18:00
D13,C3,2025-02-05 08:45:00,2025-02-05 14:45:00
D1,C3,2025-02-05 08:36:00,2025-02-05 14:36:00
D25,C4,2025-02-05 08:41:00,2025-02-05 15:41:00
D27,C5,2025-02-05 08:06:00,2025-02-05 15:06:00
D24,C5,2025-02-05 08:27:00,2025-02-05 16:27:00
D35,C6,2025-02-05 08:36:00,2025-02-05 16:36:00
D28,C6,2025-02-05 08:39:00,2025-02-05 16:39:00
D49,C7,2025-02-05 08:26:00,2025-02-05 17:26:00
D14,C7,2025-02-05 08:11:00,2025-02-05 16:11:00
D17,C8,2025-02-05 08:36:00,2025-02-05 16:36:00
D20,C8,2025-02-05 08:49:00,2025-02-05 17:49:00
D43,C9,2025-02-05 08:07:00,2025-02-05 15:07:00
D45,C10,2025-02-05 08:06:00,2025-02-05 15:06:00
D11,C10,2025-02-05 08:32:00,2025-02-05 17:32:00
D36,C11,2025-02-05 08:44:00,2025-02-05 14:44:00
D40,C11,2025-02-05 08:10:00,2025-02-05 17:10:00
D6,C12,2025-02-05 08:52:00,2025-02-05 15:52:00
D39,C13,2025-02-05 08:05:00,2025-02-05 14:05:00
D28,C13,2025-02-05 08:16:00,2025-02-05 15:16:00
D6,C14,2025-02-05 08:02:00,2025-02-05 17:02:00
D39,C14,2025-02-05 08:59:00,2025-02-05 17:59:00
D46,C15,2025-02-05 08:03:00,2025-02-05 15:03:00
D39,C15,2025-02-05 08:40:00,2025-02-05 17:40:00
D1,C16,2025-02-05 08:54:00,2025-02-05 16:54:00
D13,C16,2025-02-05 08:12:00,2025-02-05 14:12:00
D40,C17,2025-02-05 08:10:00,2025-02-05 14:10:00
D16,C18,2025-02-05 08:00:00,2025-02-05 15:00:00
D42,C18,2025-02-05 08:05:00,2025-02-05 16:05:00
D23,C19,2025-02-05 08:25:00,2025-02-05 17:25:00
D43,C19,2025-02-05 08:37:00,2025-02-05 15:37:00
D48,C20,2025-02-05 08:45:00,2025-02-05 14:45:00
D36,C21,2025-02-05 08:18:00,2025-02-05 16:18:00
D18,C22,2025-02-05 08:38:00,2025-02-05 15:38:00
D15,C22,2025-02-05 08:29:00,2025-02-05 17:29:00
D17,C23,2025-02-05 08:11:00,2025-02-05 17:11:00
D36,C24,2025-02-05 08:04:00,2025-02-05 16:04:00
D8,C25,2025-02-05 08:16:00,2025-02-05 16:16:00
D33,C25,2025-02-05 08:44:00,2025-02-05 17:44:00
D37,C1,2025-02-06 08:49:00,2025-02-06 15:49:00
D31,C1,2025-02-06 08:48:00,2025-02-06 16:48:00
D44,C2,2025-02-06 08:57:00,2025-02-06 14:57:00
D30,C2,2025-02-06 08:30:00,2025-02-06 14:30:00
D5,C3,2025-02-06 08:40:00,2025-02-06 15:40:00
D25,C3,2025-02-06 08:43:00,2025-02-06 15:43:00
D27,C4,2025-02-06 08:33:00,2025-02-06 14:33:00
D23,C4,2025-02-06 08:44:00,2025-02-06 16:44:00
D19,C5,2025-02-06 08:05:00,2025-02-06 17:05:00
D5,C6,2025-02-06 08:59:00,2025-02-06 15:59:00
D36,C6,2025-02-06 08:30:00,2025-02-06 16:30:00
D14,C7,2025-02-06 08:17:00,2025-02-06 15:17:00
D37,C7,2025-02-06 09:00:00,2025-02-06 16:00:00
D48,C8,2025-02-06 08:15:00,2025-02-06 15:15:00
D13,C8,2025-02-06 08:55:00,2025-02-06 16:55:00
D15,C9,2025-02-06 08:12:00,2025-02-06 15:12:00
D10,C10,2025-02-06 08:06:00,2025-02-06 14:06:00
D50,C10,2025-02-06 08:58:00,2025-02-06 14:58:00
D40,C11,2025-02-06 08:48:00,2025-02-06 14:48:00
D1,C11,2025-02-06 08:54:00,2025-02-06 17:54:00
D40,C12,2025-02-06 08:31:00,2025-02-06 16:31:00
D21,C12,2025-02-06 08:31:00,2025-02-06 15:31:00
D26,C13,2025-02-06 08:48:00,2025-02-06 15:48:00
D15,C13,2025-02-06 08:03:00,2025-02-06 17:03:00
D35,C14,2025-02-06 08:32:00,2025-02-06 16:32:00
D3,C14,2025-02-06 08:25:00,2025-02-06 15:25:00
D8,C15,2025-02-06 08:33:00,2025-02-06 17:33:00
D45,C15,2025-02-06 08:20:00,2025-02-06 14:20:00
D44,C16,2025-02-06 08:13:00,2025-02-06 17:13:00
D21,C17,2025-02-06 08:23:00,2025-02-06 16:23:00
D36,C18,2025-02-06 08:16:00,2025-02-06 15:16:00
D31,C19,2025-02-06 08:21:00,2025-02-06 16:21:00
D40,C19,2025-02-06 08:11:00,2025-02-06 17:11:00
D14,C20,2025-02-06 08:44:00,2025-02-06 16:44:00
D27,C20,2025-02-06 08:23:00,2025-02-06 17:23:00
D29,C21,2025-02-06 08:36:00,2025-02-06 15:36:00
D12,C21,2025-02-06 08:36:00,2025-02-06 15:36:00
D47,C22,2025-02-06 08:17:00,2025-02-06 15:17:00
D25,C23,2025-02-06 08:09:00,2025-02-06 15:09:00
D13,C23,2025-02-06 08:30:00,2025-02-06 14:30:00
D27,C24,2025-02-06 08:31:00,2025-02-06 15:31:00
D32,C25,2025-02-06 08:16:00,2025-02-06 14:16:00
D20,C25,2025-02-06 08:25:00,2025-02-06 14:25:00
D4,C1,2025-02-07 08:13:00,2025-02-07 16:13:00
D41,C2,2025-02-07 08:28:00,2025-02-07 16:28:00
D7,C2,2025-02-07 08:16:00,2025-02-07 16:16:00
D36,C3,2025-02-07 08:22:00,2025-02-07 14:22:00
D17,C3,2025-02-07 08:26:00,2025-02-07 14:26:00
D44,C4,2025-02-07 08:12:00,2025-02-07 15:12:00
D39,C4,2025-02-07 08:49:00,2025-02-07 16:49:00
D21,C5,2025-02-07 08:32:00,2025-02-07 17:32:00
D44,C5,2025-02-07 08:49:00,2025-02-07 17:49:00
D25,C6,2025-02-07 08:39:00,2025-02-07 16:39:00
D41,C7,2025-02-07 08:55:00,2025-02-07 15:55:00
D10,C7,2025-02-07 08:40:00,2025-02-07 16:40:00
D41,C8,2025-02-07 08:36:00,2025-02-07 17:36:00
D40,C8,2025-02-07 08:54:00,2025-02-07 14:54:00
D11,C9,2025-02-07 08:21:00,2025-02-07 15:21:00
D21,C10,2025-02-07 08:18:00,2025-02-07 16:18:00
D42,C10,2025-02-07 08:38:00,2025-02-07 17:38:00
D29,C11,2025-02-07 08:55:00,2025-02-07 16:55:00
D50,C11,2025-02-07 08:47:00,2025-02-07 17:47:00
D11,C12,2025-02-07 08:54:00,2025-02-07 14:54:00
D12,C12,2025-02-07 08:08:00,2025-02-07 15:08:00
D48,C13,2025-02-07 08:47:00,2025-02-07 14:47:00
D45,C13,2025-02-07 08:13:00,2025-02-07 15:13:00
D7,C14,2025-02-07 08:59:00,2025-02-07 17:59:00
D5,C14,2025-02-07 08:35:00,2025-02-07 14:35:00
D50,C15,2025-02-07 08:25:00,2025-02-07 14:25:00
D17,C16,2025-02-07 08:39:00,2025-02-07 15:39:00
D42,C17,2025-02-07 08:59:00,2025-02-07 17:59:00
D15,C18,2025-02-07 08:47:00,2025-02-07 16:47:00
D16,C18,2025-02-07 08:28:00,2025-02-07 15:28:00
D34,C19,2025-02-07 08:53:00,2025-02-07 15:53:00
D3,C20,2025-02-07 08:42:00,2025-02-07 16:42:00
D31,C21,2025-02-07 08:55:00,2025-02-07 16:55:00
D30,C21,2025-02-07 08:35:00,2025-02-07 17:35:00
D45,C22,2025-02-07 08:34:00,2025-02-07 15:34:00
D41,C23,2025-02-07 08:40:00,2025-02-07 17:40:00
D48,C23,2025-02-07 08:33:00,2025-02-07 16:33:00
D31,C24,2025-02-07 08:14:00,2025-02-07 14:14:00
D35,C24,2025-02-07 08:28:00,2025-02-07 16:28:00
D27,C25,2025-02-07 08:09:00,2025-02-07 16:09:00
D17,C25,2025-02-07 08:00:00,2025-02-07 14:00:00
D23,C1,2025-02-08 08:18:00,2025-02-08 17:18:00
D45,C2,2025-02-08 08:59:00,2025-02-08 17:59:00
D20,C3,2025-02-08 08:49:00,2025-02-08 17:49:00
D1,C3,2025-02-08 08:51:00,2025-02-08 16:51:00
D1,C4,2025-02-08 08:35:00,2025-02-08 16:35:00
D27,C5,2025-02-08 08:56:00,2025-02-08 17:56:00
D16,C6,2025-02-08 08:45:00,2025-02-08 17:45:00
D11,C6,2025-02-08 08:53:00,2025-02-08 17:53:00
D17,C7,2025-02-08 08:05:00,2025-02-08 17:05:00
D34,C8,2025-02-08 08:48:00,2025-02-08 16:48:00
D42,C9,2025-02-08 08:34:00,2025-02-08 16:34:00
D48,C9,2025-02-08 08:26:00,2025-02-08 15:26:00
D12,C10,2025-02-08 08:08:00,2025-02-08 16:08:00
D41,C11,2025-02-08 08:29:00,2025-02-08 17:29:00
D45,C12,2025-02-08 08:31:00,2025-02-08 15:31:00
D40,C12,2025-02-08 08:20:00,2025-02-08 14:20:00
D4,C13,2025-02-08 08:34:00,2025-02-08 14:34:00
D7,C14,2025-02-08 08:18:00,2025-02-08 16:18:00
D46,C15,2025-02-08 08:28:00,2025-02-08 14:28:00
D6,C16,2025-02-08 08:09:00,2025-02-08 14:09:00
D14,C17,2025-02-08 08:26:00,2025-02-08 16:26:00
D22,C17,2025-02-08 08:50:00,2025-02-08 17:50:00
D30,C18,2025-02-08 08:50:00,2025-02-08 14:50:00
D45,C18,2025-02-08 08:21:00,2025-02-08 14:21:00
D4,C19,2025-02-08 08:17:00,2025-02-08 17:17:00
D35,C20,2025-02-08 08:30:00,2025-02-08 15:30:00
D17,C21,2025-02-08 08:52:00,2025-02-08 17:52:00
D8,C22,2025-02-08 08:49:00,2025-02-08 15:49:00
D50,C23,2025-02-08 08:15:00,2025-02-08 14:15:00
D29,C23,2025-02-08 08:12:00,2025-02-08 17:12:00
D34,C24,2025-02-08 08:42:00,2025-02-08 15:42:00
D25,C25,2025-02-08 08:19:00,2025-02-08 16:19:00
D44,C25,2025-02-08 08:10:00,2025-02-08 14:10:00
D17,C1,2025-02-09 08:30:00,2025-02-09 16:30:00
D24,C2,2025-02-09 08:56:00,2025-02-09 14:56:00
D8,C3,2025-02-09 08:15:00,2025-02-09 17:15:00
D1,C4,2025-02-09 08:50:00,2025-02-09 16:50:00
D11,C4,2025-02-09 08:37:00,2025-02-09 14:37:00
D16,C5,2025-02-09 08:02:00,2025-02-09 17:02:00
D1,C5,2025-02-09 08:44:00,2025-02-09 15:44:00
D50,C6,2025-02-09 08:15:00,2025-02-09 15:15:00
D6,C6,2025-02-09 08:31:00,2025-02-09 14:31:00
D49,C7,2025-02-09 08:03:00,2025-02-09 14:03:00
D41,C7,2025-02-09 08:22:00,2025-02-09 15:22:00
D9,C8,2025-02-09 08:31:00,2025-02-09 15:31:00
D36,C9,2025-02-09 08:48:00,2025-02-09 16:48:00
D42,C9,2025-02-09 08:51:00,2025-02-09 17:51:00
D2,C10,2025-02-09 08:44:00,2025-02-09 17:44:00
D47,C11,2025-02-09 08:16:00,2025-02-09 14:16:00
D9,C11,2025-02-09 08:31:00,2025-02-09 17:31:00
D35,C12,2025-02-09 08:31:00,2025-02-09 15:31:00
D45,C12,2025-02-09 08:36:00,2025-02-09 15:36:00
D21,C13,2025-02-09 08:29:00,2025-02-09 16:29:00
D47,C13,2025-02-09 08:55:00,2025-02-09 15:55:00
D34,C14,2025-02-09 08:09:00,2025-02-09 17:09:00
D17,C15,2025-02-09 08:23:00,2025-02-09 17:23:00
D35,C15,2025-02-09 08:00:00,2025-02-09 17:00:00
D2,C16,2025-02-09 08:39:00,2025-02-09 16:39:00
D21,C17,2025-02-09 08:46:00,2025-02-09 14:46:00
D13,C18,2025-02-09 08:43:00,2025-02-09 17:43:00
D34,C18,2025-02-09 08:49:00,2025-02-09 15:49:00
D21,C19,2025-02-09 08:41:00,2025-02-09 16:41:00
D27,C19,2025-02-09 08:07:00,2025-02-09 14:07:00
D3,C20,2025-02-09 08:53:00,2025-02-09 15:53:00
D3,C21,2025-02-09 08:12:00,2025-02-09 14:12:00
D13,C22,2025-02-09 08:02:00,2025-02-09 17:02:00
D7,C22,2025-02-09 08:42:00,2025-02-09 17:42:00
D4,C23,2025-02-09 08:14:00,2025-02-09 14:14:00
D24,C23,2025-02-09 08:00:00,2025-02-09 15:00:00
D6,C24,2025-02-09 08:51:00,2025-02-09 14:51:00
D30,C24,2025-02-09 08:23:00,2025-02-09 17:23:00
D46,C25,2025-02-09 08:52:00,2025-02-09 16:52:00
D4,C25,2025-02-09 08:33:00,2025-02-09 14:33:00
D20,C1,2025-02-10 08:04:00,2025-02-10 15:04:00
D7,C2,2025-02-10 08:46:00,2025-02-10 15:46:00
D13,C3,2025-02-10 08:42:00,2025-02-10 15:42:00
D34,C3,2025-02-10 08:36:00,2025-02-10 15:36:00
D48,C4,2025-02-10 08:49:00,2025-02-10 16:49:00
D7,C4,2025-02-10 08:43:00,2025-02-10 17:43:00
D7,C5,2025-02-10 08:50:00,2025-02-10 15:50:00
D11,C5,2025-02-10 08:35:00,2025-02-10 17:35:00
D43,C6,2025-02-10 08:34:00,2025-02-10 17:34:00
D11,C6,2025-02-10 08:59:00,2025-02-10 16:59:00
D36,C7,2025-02-10 08:54:00,2025-02-10 16:54:00
D21,C7,2025-02-10 08:26:00,2025-02-10 17:26:00
D39,C8,2025-02-10 08:36:00,2025-02-10 15:36:00
D16,C8,2025-02-10 08:24:00,2025-02-10 16:24:00
D29,C9,2025-02-10 08:00:00,2025-02-10 14:00:00
D26,C9,2025-02-10 08:18:00,2025-02-10 14:18:00
D20,C10,2025-02-10 08:00:00,2025-02-10 16:00:00
D14,C11,2025-02-10 08:54:00,2025-02-10 16:54:00
D50,C12,2025-02-10 08:52:00,2025-02-10 16:52:00
D7,C13,2025-02-10 08:02:00,2025-02-10 17:02:00
D10,C14,2025-02-10 08:16:00,2025-02-10 16:16:00
D9,C14,2025-02-10 08:56:00,2025-02-10 15:56:00
D17,C15,2025-02-10 08:51:00,2025-02-10 16:51:00
D37,C16,2025-02-10 08:25:00,2025-02-10 15:25:00
D47,C17,2025-02-10 08:20:00,2025-02-10 17:20:00
D32,C18,2025-02-10 08:52:00,2025-02-10 14:52:00
D3,C19,2025-02-10 08:51:00,2025-02-10 17:51:00
D47,C19,2025-02-10 08:05:00,2025-02-10 14:05:00
D23,C20,2025-02-10 08:26:00,2025-02-10 14:26:00
D28,C20,2025-02-10 08:55:00,2025-02-10 15:55:00
D41,C21,2025-02-10 08:49:00,2025-02-10 17:49:00
D20,C22,2025-02-10 08:33:00,2025-02-10 14:33:00
D35,C23,2025-02-10 08:09:00,2025-02-10 16:09:00
D37,C23,2025-02-10 08:32:00,2025-02-10 15:32:00
D4,C24,2025-02-10 08:43:00,2025-02-10 17:43:00
D49,C25,2025-02-10 08:36:00,2025-02-10 14:36:00
D39,C25,2025-02-10 08:14:00,2025-02-10 17:14:00
D26,C1,2025-02-11 08:08:00,2025-02-11 16:08:00
D10,C1,2025-02-11 08:05:00,2025-02-11 17:05:00
D36,C2,2025-02-11 08:25:00,2025-02-11 16:25:00
D26,C3,2025-02-11 08:32:00,2025-02-11 17:32:00
D49,C4,2025-02-11 08:08:00,2025-02-11 17:08:00
D32,C5,2025-02-11 08:25:00,2025-02-11 15:25:00
D16,C6,2025-02-11 08:04:00,2025-02-11 16:04:00
D21,C7,2025-02-11 08:59:00,2025-02-11 14:59:00
D44,C7,2025-02-11 08:07:00,2025-02-11 17:07:00
D24,C8,2025-02-11 08:12:00,2025-02-11 16:12:00
D23,C8,2025-02-11 08:22:00,2025-02-11 14:22:00
D11,C9,2025-02-11 08:39:00,2025-02-11 17:39:00
D23,C9,2025-02-11 08:39:00,2025-02-11 15:39:00
D3,C10,2025-02-11 08:12:00,2025-02-11 16:12:00
D15,C10,2025-02-11 08:09:00,2025-02-11 14:09:00
D48,C11,2025-02-11 08:03:00,2025-02-11 15:03:00
D19,C12,2025-02-11 08:00:00,2025-02-11 16:00:00
D20,C13,2025-02-11 08:28:00,2025-02-11 17:28:00
D22,C14,2025-02-11 08:13:00,2025-02-11 15:13:00
D35,C15,2025-02-11 08:33:00,2025-02-11 16:33:00
D40,C16,2025-02-11 08:09:00,2025-02-11 14:09:00
D47,C16,2025-02-11 08:24:00,2025-02-11 14:24:00
D11,C17,2025-02-11 08:18:00,2025-02-11 15:18:00
D4,C17,2025-02-11 08:50:00,2025-02-11 16:50:00
D30,C18,2025-02-11 08:41:00,2025-02-11 14:41:00
D25,C19,2025-02-11 08:42:00,2025-02-11 16:42:00
D7,C20,2025-02-11 08:18:00,2025-02-11 17:18:00
D2,C20,2025-02-11 08:14:00,2025-02-11 17:14:00
D21,C21,2025-02-11 08:31:00,2025-02-11 14:31:00
D13,C22,2025-02-11 08:32:00,2025-02-11 17:32:00
D3,C23,2025-02-11 08:15:00,2025-02-11 16:15:00
D32,C24,2025-02-11 08:47:00,2025-02-11 15:47:00
D26,C24,2025-02-11 08:01:00,2025-02-11 16:01:00
D23,C25,2025-02-11 08:19:00,2025-02-11 15:19:00
D41,C25,2025-02-11 08:32:00,2025-02-11 16:32:00
D41,C1,2025-02-12 08:16:00,2025-02-12 17:16:00
D36,C2,2025-02-12 09:00:00,2025-02-12 17:00:00
D10,C3,2025-02-12 08:21:00,2025-02-12 17:21:00
D6,C4,2025-02-12 08:46:00,2025-02-12 17:46:00
D27,C5,2025-02-12 08:15:00,2025-02-12 15:15:00
D20,C6,2025-02-12 08:21:00,2025-02-12 17:21:00
D39,C6,2025-02-12 08:34:00,2025-02-12 15:34:00
D42,C7,2025-02-12 08:08:00,2025-02-12 15:08:00
D20,C8,2025-02-12 08:44:00,2025-02-12 15:44:00
D50,C9,2025-02-12 08:41:00,2025-02-12 15:41:00
D10,C9,2025-02-12 08:20:00,2025-02-12 14:20:00
D12,C10,2025-02-12 08:20:00,2025-02-12 15:20:00
D49,C11,2025-02-12 08:20:00,2025-02-12 17:20:00
D20,C12,2025-02-12 08:47:00,2025-02-12 16:47:00
D29,C12,2025-02-12 08:09:00,2025-02-12 15:09:00
D9,C13,2025-02-12 08:11:00,2025-02-12 14:11:00
D39,C14,2025-02-12 08:39:00,2025-02-12 15:39:00
D37,C14,2025-02-12 08:38:00,2025-02-12 15:38:00
D44,C15,2025-02-12 08:01:00,2025-02-12 16:01:00
D45,C16,2025-02-12 08:49:00,2025-02-12 17:49:00
D33,C17,2025-02-12 08:54:00,2025-02-12 17:54:00
D12,C18,2025-02-12 08:31:00,2025-02-12 17:31:00
D25,C18,2025-02-12 08:08:00,2025-02-12 15:08:00
D15,C19,2025-02-12 08:02:00,2025-02-12 17:02:00
D18,C20,2025-02-12 09:00:00,2025-02-12 18:00:00
D48,C21,2025-02-12 08:42:00,2025-02-12 15:42:00
D5,C22,2025-02-12 08:11:00,2025-02-12 17:11:00
D45,C23,2025-02-12 08:55:00,2025-02-12 17:55:00
D21,C23,2025-02-12 08:56:00,2025-02-12 15:56:00
D26,C24,2025-02-12 08:02:00,2025-02-12 17:02:00
D50,C24,2025-02-12 08:46:00,2025-02-12 16:46:00
D40,C25,2025-02-12 08:36:00,2025-02-12 14:36:00
D48,C25,2025-02-12 08:33:00,2025-02-12 14:33:00
D30,C1,2025-02-13 08:56:00,2025-02-13 15:56:00
D3,C1,2025-02-13 08:33:00,2025-02-13 17:33:00
D36,C2,2025-02-13 08:24:00,2025-02-13 14:24:00
D19,C3,2025-02-13 08:28:00,2025-02-13 17:28:00
D50,C4,2025-02-13 08:29:00,2025-02-13 15:29:00
D19,C4,2025-02-13 08:27:00,2025-02-13 16:27:00
D45,C5,2025-02-13 08:33:00,2025-02-13 15:33:00
D42,C6,2025-02-13 08:05:00,2025-02-13 14:05:00
D29,C6,2025-02-13 08:11:00,2025-02-13 15:11:00
D27,C7,2025-02-13 08:28:00,2025-02-13 14:28:00
D21,C7,2025-02-13 08:11:00,2025-02-13 17:11:00
D30,C8,2025-02-13 08:05:00,2025-02-13 16:05:00
D45,C9,2025-02-13 08:58:00,2025-02-13 15:58:00
D42,C9,2025-02-13 08:45:00,2025-02-13 14:45:00
D8,C10,2025-02-13 08:45:00,2025-02-13 17:45:00
D6,C11,2025-02-13 08:45:00,2025-02-13 17:45:00
D34,C11,2025-02-13 08:46:00,2025-02-13 15:46:00
D36,C12,2025-02-13 08:02:00,2025-02-13 15:02:00
D25,C12,2025-02-13 08:58:00,2025-02-13 16:58:00
D11,C13,2025-02-13 08:55:00,2025-02-13 15:55:00
D50,C14,2025-02-13 08:45:00,2025-02-13 14:45:00
D20,C15,2025-02-13 08:49:00,2025-02-13 17:49:00
D47,C15,2025-02-13 08:18:00,2025-02-13 15:18:00
D9,C16,2025-02-13 08:12:00,2025-02-13 14:12:00
D1,C17,2025-02-13 08:31:00,2025-02-13 17:31:00
D30,C17,2025-02-13 08:34:00,2025-02-13 14:34:00
D16,C18,2025-02-13 08:37:00,2025-02-13 17:37:00
D14,C18,2025-02-13 08:29:00,2025-02-13 17:29:00
D6,C19,2025-02-13 08:38:00,2025-02-13 14:38:00
D39,C19,2025-02-13 08:15:00,2025-02-13 16:15:00
D4,C20,2025-02-13 08:11:00,2025-02-13 15:11:00
D42,C21,2025-02-13 08:22:00,2025-02-13 14:22:00
D3,C22,2025-02-13 08:42:00,2025-02-13 16:42:00
D6,C23,2025-02-13 08:06:00,2025-02-13 17:06:00
D4,C23,2025-02-13 08:11:00,2025-02-13 15:11:00
D40,C24,2025-02-13 08:44:00,2025-02-13 15:44:00
D43,C24,2025-02-13 08:29:00,2025-02-13 16:29:00
D6,C25,2025-02-13 08:49:00,2025-02-13 16:49:00
D24,C1,2025-02-14 08:52:00,2025-02-14 14:52:00
D25,C1,2025-02-14 08:48:00,2025-02-14 17:48:00
D19,C2,2025-02-14 08:30:00,2025-02-14 15:30:00
D45,C3,2025-02-14 08:55:00,2025-02-14 16:55:00
D34,C4,2025-02-14 08:33:00,2025-02-14 15:33:00
D27,C4,2025-02-14 08:44:00,2025-02-14 15:44:00
D7,C5,2025-02-14 08:36:00,2025-02-14 14:36:00
D47,C6,2025-02-14 08:38:00,2025-02-14 16:38:00
D45,C6,2025-02-14 08:27:00,2025-02-14 16:27:00
D34,C7,2025-02-14 08:39:00,2025-02-14 16:39:00
D37,C7,2025-02-14 08:59:00,2025-02-14 15:59:00
D34,C8,2025-02-14 08:40:00,2025-02-14 17:40:00
D47,C8,2025-02-14 08:31:00,2025-02-14 15:31:00
D46,C9,2025-02-14 08:18:00,2025-02-14 15:18:00
D8,C10,2025-02-14 08:01:00,2025-02-14 17:01:00
D48,C11,2025-02-14 08:54:00,2025-02-14 15:54:00
D27,C12,2025-02-14 08:21:00,2025-02-14 16:21:00
D3,C12,2025-02-14 08:35:00,2025-02-14 15:35:00
D41,C13,2025-02-14 08:12:00,2025-02-14 16:12:00
D5,C14,2025-02-14 08:19:00,2025-02-14 16:19:00
D20,C14,2025-02-14 08:49:00,2025-02-14 14:49:00
D44,C15,2025-02-14 08:21:00,2025-02-14 16:21:00
D47,C16,2025-02-14 08:39:00,2025-02-14 14:39:00
D37,C16,2025-02-14 08:53:00,2025-02-14 15:53:00
D22,C17,2025-02-14 08:53:00,2025-02-14 16:53:00
D31,C18,2025-02-14 08:41:00,2025-02-14 15:41:00
D3,C18,2025-02-14 08:30:00,2025-02-14 15:30:00
D35,C19,2025-02-14 08:29:00,2025-02-14 17:29:00
D22,C19,2025-02-14 08:59:00,2025-02-14 14:59:00
D37,C20,2025-02-14 08:43:00,2025-02-14 16:43:00
D47,C20,2025-02-14 08:35:00,2025-02-14 14:35:00
D37,C21,2025-02-14 08:43:00,2025-02-14 16:43:00
D5,C22,2025-02-14 08:17:00,2025-02-14 14:17:00
D10,C22,2025-02-14 08:21:00,2025-02-14 17:21:00
D37,C23,2025-02-14 08:38:00,2025-02-14 17:38:00
D39,C24,2025-02-14 08:07:00,2025-02-14 16:07:00
D46,C25,2025-02-14 08:17:00,2025-02-14 17:17:00
D3,C25,2025-02-14 08:05:00,2025-02-14 17:05:00
D24,C1,2025-02-15 08:28:00,2025-02-15 16:28:00
D34,C2,2025-02-15 08:19:00,2025-02-15 15:19:00
D24,C3,2025-02-15 08:50:00,2025-02-15 14:50:00
D6,C4,2025-02-15 08:28:00,2025-02-15 14:28:00
D33,C5,2025-02-15 08:12:00,2025-02-15 16:12:00
D10,C5,2025-02-15 08:59:00,2025-02-15 17:59:00
D50,C6,2025-02-15 08:09:00,2025-02-15 14:09:00
D21,C6,2025-02-15 08:52:00,2025-02-15 15:52:00
D47,C7,2025-02-15 08:02:00,2025-02-15 17:02:00
D46,C8,2025-02-15 08:07:00,2025-02-15 14:07:00
D34,C8,2025-02-15 08:19:00,2025-02-15 14:19:00
D22,C9,2025-02-15 08:29:00,2025-02-15 14:29:00
D34,C10,2025-02-15 08:49:00,2025-02-15 16:49:00
D37,C11,2025-02-15 08:48:00,2025-02-15 16:48:00
D21,C12,2025-02-15 08:12:00,2025-02-15 15:12:00
D18,C13,2025-02-15 08:20:00,2025-02-15 17:20:00
D35,C13,2025-02-15 08:42:00,2025-02-15 14:42:00
D10,C14,2025-02-15 08:17:00,2025-02-15 14:17:00
D11,C14,2025-02-15 08:00:00,2025-02-15 14:00:00
D35,C15,2025-02-15 08:22:00,2025-02-15 16:22:00
D10,C16,2025-02-15 08:51:00,2025-02-15 16:51:00
D46,C16,2025-02-15 08:36:00,2025-02-15 15:36:00
D5,C17,2025-02-15 08:19:00,2025-02-15 16:19:00
D4,C18,2025-02-15 08:01:00,2025-02-15 17:01:00
D9,C18,2025-02-15 08:57:00,2025-02-15 14:57:00
D25,C19,2025-02-15 08:03:00,2025-02-15 14:03:00
D26,C20,2025-02-15 08:45:00,2025-02-15 17:45:00
D12,C20,2025-02-15 08:39:00,2025-02-15 16:39:00
