date,driver_id,car_id,seconds_above_15kmh,g_events,seatbelt_alarm_seconds,end_odometer_km
2/17/2025,D48,C14,10238,3,0,21704
2/17/2025,D43,C15,12614,3,40,14396
2/17/2025,D17,C16,11231,4,60,19921
2/17/2025,D12,C17,6138,1,0,13686
2/17/2025,D34,C17,9229,0,0,20375
2/17/2025,D39,C18,11136,3,0,19328
2/17/2025,D49,C19,6933,4,0,21511
2/17/2025,D27,C19,12067,3,0,25231
2/17/2025,D14,C20,9871,1,0,17613
2/17/2025,D42,C21,9883,0,60,23182
2/17/2025,D11,C22,6188,0,40,15071
2/17/2025,D20,C23,9179,1,40,23091
2/17/2025,D31,C23,8071,5,0,19390
2/17/2025,D17,C24,10089,3,0,22351
2/17/2025,D10,C24,12465,4,40,18798
2/17/2025,D25,C25,14448,5,0,18010
2/17/2025,D44,C25,9034,5,40,18079
2/18/2025,D40,C1,9013,4,0,16784
2/18/2025,D42,C1,8099,3,0,14490
2/18/2025,D7,C2,8502,1,40,20886
2/18/2025,D17,C2,10783,1,0,28349
2/18/2025,D34,C3,9226,3,0,16026
2/18/2025,D36,C4,12695,3,40,16528
2/18/2025,D1,C4,13628,5,0,17248
2/18/2025,D27,C5,6302,3,0,19441
2/18/2025,D23,C6,7393,1,0,25981
2/18/2025,D15,C6,13676,5,0,22013
2/18/2025,D2,C7,9633,0,0,15215
2/18/2025,D39,C8,8896,0,0,22064
2/18/2025,D46,C9,13982,4,0,14969
2/18/2025,D25,C10,9106,2,0,21749
2/18/2025,D45,C11,9509,0,0,18802
2/18/2025,D30,C12,10384,5,0,21523
2/18/2025,D43,C12,11705,4,0,24168
2/18/2025,D50,C13,10321,0,0,21611
2/18/2025,D28,C13,10645,0,0,17594
2/18/2025,D18,C14,13622,4,60,26304
2/18/2025,D25,C15,13480,2,0,17613
2/18/2025,D22,C15,10955,0,0,21656
2/18/2025,D29,C16,12307,5,40,17921
2/18/2025,D40,C17,13009,4,0,18861
2/18/2025,D7,C18,12158,3,0,22858
2/18/2025,D10,C18,13982,3,0,27564
2/18/2025,D46,C19,6267,4,0,22053
2/18/2025,D17,C19,8303,1,60,15949
2/18/2025,D50,C20,14006,5,40,16702
2/18/2025,D29,C20,11650,3,40,18903
2/18/2025,D43,C21,13111,0,0,18698
2/18/2025,D45,C22,11415,2,0,18073
2/18/2025,D33,C23,7873,1,60,23058
2/18/2025,D28,C24,12310,2,60,17464
2/18/2025,D26,C24,11879,1,60,19253
2/18/2025,D25,C25,11572,1,0,18904
2/19/2025,D37,C1,8826,0,0,13435
2/19/2025,D44,C2,11199,1,40,22350
2/19/2025,D20,C2,11143,3,0,23517
2/19/2025,D35,C3,8931,3,60,22512
2/19/2025,D22,C3,7698,0,0,26390
2/19/2025,D12,C4,12628,3,0,22375
2/19/2025,D43,C5,11283,2,0,19371
2/19/2025,D13,C5,9642,2,60,22556
2/19/2025,D32,C6,6365,5,0,18592
2/19/2025,D6,C6,13017,3,0,21223
2/19/2025,D3,C7,12731,1,40,13681
2/19/2025,D32,C8,6056,0,0,20236
2/19/2025,D32,C9,11794,4,40,25762
2/19/2025,D35,C9,7022,2,0,21425
2/19/2025,D4,C10,12069,5,0,18177
2/19/2025,D22,C10,10644,1,0,17388
2/19/2025,D42,C11,6669,4,40,22451
2/19/2025,D48,C12,13779,0,0,15752
2/19/2025,D3,C13,8837,0,60,18932
2/19/2025,D42,C14,11681,5,0,18106
2/19/2025,D2,C14,12952,1,0,18686
2/19/2025,D12,C15,11150,2,60,18265
2/19/2025,D7,C16,8062,2,40,14639
2/19/2025,D30,C16,12601,1,0,20264
2/19/2025,D8,C17,14915,0,0,21062
2/19/2025,D13,C18,9078,3,60,25688
2/19/2025,D21,C19,6444,1,0,20214
2/19/2025,D8,C19,6137,4,0,20133
2/19/2025,D38,C20,6739,2,0,16331
2/19/2025,D8,C21,13334,4,60,21726
2/19/2025,D11,C22,14643,1,0,16608
2/19/2025,D45,C22,6155,3,0,18615
2/19/2025,D9,C23,7273,0,40,18468
2/19/2025,D2,C24,8577,2,0,21988
2/19/2025,D1,C25,14928,2,0,20443
2/20/2025,D46,C1,6549,0,0,24732
2/20/2025,D45,C2,10800,5,60,19335
2/20/2025,D50,C2,7110,3,0,14623
2/20/2025,D34,C3,7618,5,40,23971
2/20/2025,D29,C3,14455,0,60,18032
2/20/2025,D39,C4,12016,4,0,23442
2/20/2025,D41,C5,7033,5,0,16028
2/20/2025,D27,C6,6807,3,0,19939
2/20/2025,D1,C6,7523,0,40,17995
2/20/2025,D40,C7,6926,5,40,23080
2/20/2025,D50,C8,12529,1,0,22543
2/20/2025,D41,C8,10270,2,0,19091
2/20/2025,D8,C9,10790,2,60,18823
2/20/2025,D32,C10,13832,2,0,14849
2/20/2025,D12,C10,13023,0,40,15962
2/20/2025,D14,C11,14375,0,0,21493
2/20/2025,D28,C11,13241,5,0,26150
2/20/2025,D7,C12,10078,4,0,22330
2/20/2025,D11,C13,6831,3,0,16967
2/20/2025,D33,C14,11664,4,0,22638
2/20/2025,D8,C14,7199,2,40,23613
2/20/2025,D27,C15,9661,4,0,19981
2/20/2025,D13,C15,7535,5,0,20969
2/20/2025,D15,C16,14092,1,0,15438
2/20/2025,D7,C16,14161,1,0,14518
2/20/2025,D15,C17,9679,5,0,25790
2/20/2025,D5,C17,11593,5,0,15533
2/20/2025,D14,C18,12410,2,0,20254
2/20/2025,D25,C19,8820,3,40,27379
2/20/2025,D47,C20,13547,3,0,23535
2/20/2025,D13,C20,8287,0,0,17787
2/20/2025,D9,C21,7173,5,40,21718
2/20/2025,D3,C21,8447,3,60,21288
2/20/2025,D30,C22,10704,1,0,20964
2/20/2025,D49,C23,11285,2,0,17729
2/20/2025,D39,C24,14767,4,40,12116
2/20/2025,D11,C24,13759,4,40,21464
2/20/2025,D27,C25,14423,1,0,17587
2/21/2025,D38,C1,14663,2,0,21332
2/21/2025,D1,C2,12788,3,40,15578
2/21/2025,D47,C2,6818,2,60,24202
2/21/2025,D38,C3,11169,1,40,19290
2/21/2025,D15,C3,11502,1,0,17594
2/21/2025,D3,C4,8479,0,60,28273
2/21/2025,D31,C4,9490,3,60,17542
2/21/2025,D45,C5,8825,5,0,24291
2/21/2025,D7,C5,14628,5,0,25249
2/21/2025,D45,C6,6109,5,60,17459
2/21/2025,D9,C7,12608,3,0,21715
2/21/2025,D42,C8,13043,2,60,21147
2/21/2025,D43,C9,7760,4,60,17252
2/21/2025,D20,C9,9549,0,0,20481
2/21/2025,D30,C10,6968,4,0,16133
2/21/2025,D50,C10,6308,4,0,21459
2/21/2025,D46,C11,9206,3,0,24339
2/21/2025,D41,C11,12215,3,0,17179
2/21/2025,D19,C12,7315,1,0,23540
2/21/2025,D44,C13,13574,4,60,22472
2/21/2025,D33,C14,9359,5,0,18986
2/21/2025,D8,C15,13547,0,40,19720
2/21/2025,D40,C16,6752,0,60,23216
2/21/2025,D3,C16,12726,5,60,25662
2/21/2025,D9,C17,6466,2,0,24073
2/21/2025,D42,C18,9132,1,0,21336
2/21/2025,D21,C19,9994,4,60,22407
2/21/2025,D18,C20,11692,2,40,21691
2/21/2025,D4,C20,11720,4,0,21322
2/21/2025,D33,C21,10814,5,0,20491
2/21/2025,D34,C21,6543,1,60,18752
2/21/2025,D40,C22,14514,5,0,15418
2/21/2025,D24,C22,12525,0,0,22604
2/21/2025,D6,C23,14949,4,0,23528
2/21/2025,D5,C24,7222,4,0,20867
2/21/2025,D7,C24,11433,3,0,19704
2/21/2025,D10,C25,10860,3,60,19419
2/21/2025,D14,C25,10093,5,0,22937
2/22/2025,D31,C1,9762,0,60,16747
2/22/2025,D48,C2,7332,2,60,22558
2/22/2025,D42,C2,12755,5,60,20799
2/22/2025,D15,C3,9175,2,0,13646
2/22/2025,D38,C4,8370,1,40,23507
2/22/2025,D22,C4,6931,1,0,26300
2/22/2025,D20,C5,6330,5,0,25843
2/22/2025,D37,C5,12279,0,0,26910
2/22/2025,D31,C6,10863,5,40,17068
2/22/2025,D10,C7,8880,3,0,19437
2/22/2025,D11,C8,9743,0,0,27972
2/22/2025,D40,C8,14102,2,40,18334
2/22/2025,D12,C9,6435,3,60,25552
2/22/2025,D16,C10,8685,3,40,16761
2/22/2025,D37,C11,14553,4,0,21529
2/22/2025,D9,C11,6342,1,0,21528
2/22/2025,D36,C12,14939,5,0,15904
2/22/2025,D23,C13,11771,2,60,19101
2/22/2025,D10,C13,10795,3,0,21548
2/22/2025,D8,C14,13689,2,40,15365
2/22/2025,D2,C14,13086,5,60,16059
2/22/2025,D21,C15,12755,5,60,16288
2/22/2025,D10,C15,8591,2,40,16905
2/22/2025,D19,C16,14795,3,60,20674
2/22/2025,D49,C16,7934,4,60,24715
2/22/2025,D45,C17,6110,2,0,22267
2/22/2025,D8,C17,11719,1,40,20586
2/22/2025,D44,C18,11618,4,60,20595
2/22/2025,D2,C19,13856,3,0,16876
2/22/2025,D26,C19,8951,2,0,18536
2/22/2025,D21,C20,6644,3,60,18982
2/22/2025,D50,C21,7155,1,0,19229
2/22/2025,D6,C22,8350,0,40,26824
2/22/2025,D33,C23,9285,0,60,18440
2/22/2025,D21,C24,13596,1,60,18462
2/22/2025,D39,C24,6872,3,0,22654
2/22/2025,D10,C25,8563,5,0,22717
2/22/2025,D46,C25,12084,0,0,21803
2/23/2025,D1,C1,12896,1,0,16800
2/23/2025,D19,C1,12812,1,60,21124
2/23/2025,D14,C2,8753,2,60,18833
2/23/2025,D29,C3,6557,0,0,24382
2/23/2025,D19,C3,7324,2,40,16251
2/23/2025,D38,C4,10540,5,0,19532
2/23/2025,D14,C5,8375,5,0,19361
2/23/2025,D5,C6,10358,1,40,19220
2/23/2025,D38,C6,10829,5,0,16993
2/23/2025,D41,C7,10789,2,0,15171
2/23/2025,D18,C7,8650,0,0,13373
2/23/2025,D13,C8,11794,5,0,21629
2/23/2025,D36,C9,10214,2,40,22525
2/23/2025,D32,C9,13207,4,0,17813
2/23/2025,D36,C10,11575,5,40,18878
2/23/2025,D48,C10,12364,1,60,18499
2/23/2025,D17,C11,14207,5,0,24646
2/23/2025,D42,C12,7423,1,0,23714
2/23/2025,D12,C13,10193,5,40,23513
2/23/2025,D32,C13,6685,5,0,18308
2/23/2025,D32,C14,7605,4,40,15522
2/23/2025,D5,C14,13243,4,0,18225
2/23/2025,D17,C15,10501,3,0,20177
2/23/2025,D41,C15,10249,3,40,27413
2/23/2025,D33,C16,10647,0,60,16330
2/23/2025,D47,C16,14733,0,60,21461
2/23/2025,D38,C17,8334,2,0,13497
2/23/2025,D30,C18,7565,0,0,15082
2/23/2025,D45,C18,11359,1,0,19547
2/23/2025,D24,C19,8126,3,40,21296
2/23/2025,D27,C19,10616,1,0,19545
2/23/2025,D34,C20,10279,1,60,20680
2/23/2025,D41,C20,6292,5,40,19399
2/23/2025,D49,C21,14595,4,0,21242
2/23/2025,D21,C22,10430,0,40,23155
2/23/2025,D44,C22,7576,3,40,17528
2/23/2025,D35,C23,13512,1,0,24308
2/23/2025,D1,C24,9849,4,0,19630
2/23/2025,D50,C25,8941,2,0,14851
2/23/2025,D32,C25,7411,2,0,26800
2/24/2025,D14,C1,9535,0,0,15938
2/24/2025,D36,C2,8947,0,60,25524
2/24/2025,D30,C3,10611,4,0,27575
2/24/2025,D5,C3,8741,1,0,26458
2/24/2025,D23,C4,10526,3,0,14970
2/24/2025,D20,C4,12308,4,40,23348
2/24/2025,D12,C5,6085,1,60,20434
2/24/2025,D46,C5,6737,0,40,18846
2/24/2025,D9,C6,8906,0,0,17555
2/24/2025,D20,C7,10856,1,40,28653
2/24/2025,D6,C8,7019,5,40,19738
2/24/2025,D2,C9,13341,2,0,15224
2/24/2025,D3,C10,6947,3,0,21803
2/24/2025,D13,C10,13996,3,60,14000
2/24/2025,D8,C11,8418,5,0,21707
2/24/2025,D17,C11,12453,1,60,16939
2/24/2025,D8,C12,7935,5,0,19462
2/24/2025,D12,C13,14918,3,40,20009
2/24/2025,D6,C14,6790,1,60,16111
2/24/2025,D23,C15,13176,5,60,18583
2/24/2025,D11,C15,7772,3,40,25743
2/24/2025,D38,C16,10609,3,60,26432
2/24/2025,D46,C17,10596,1,0,16834
2/24/2025,D49,C18,9692,3,0,18242
2/24/2025,D14,C19,12124,1,60,22574
2/24/2025,D45,C20,7692,1,0,21267
2/24/2025,D38,C20,7706,2,40,20851
2/24/2025,D23,C21,7828,4,40,17025
2/24/2025,D33,C22,12767,1,40,19152
2/24/2025,D49,C23,8829,0,0,20740
2/24/2025,D8,C24,10915,4,40,19638
2/24/2025,D34,C24,12620,1,0,19505
2/24/2025,D36,C25,12820,4,0,26597
2/24/2025,D47,C25,12956,2,0,22266
2/25/2025,D25,C1,6282,2,0,20097
2/25/2025,D44,C2,12355,5,60,27273
2/25/2025,D29,C2,10274,2,40,22404
2/25/2025,D5,C3,8610,5,60,20979
2/25/2025,D12,C4,6155,1,60,21844
2/25/2025,D1,C4,6885,0,0,21144
2/25/2025,D29,C5,10459,5,0,24548
2/25/2025,D34,C5,7539,2,0,17250
2/25/2025,D26,C6,14638,0,40,21192
2/25/2025,D45,C6,9903,5,0,20483
2/25/2025,D24,C7,6358,1,40,16994
2/25/2025,D39,C8,12448,0,40,25682
2/25/2025,D15,C9,8109,2,0,18671
2/25/2025,D18,C10,7972,1,0,16430
2/25/2025,D49,C10,14673,1,60,21066
2/25/2025,D31,C11,11462,5,0,18475
2/25/2025,D43,C11,10236,4,40,25402
2/25/2025,D50,C12,7164,2,40,19476
2/25/2025,D17,C13,11065,4,0,18881
2/25/2025,D41,C14,6279,1,0,24288
2/25/2025,D7,C15,11927,5,0,14220
2/25/2025,D32,C16,7648,5,0,24737
2/25/2025,D25,C17,7210,2,60,23234
2/25/2025,D20,C18,12985,3,40,14897
2/25/2025,D43,C19,10071,2,0,20782
2/25/2025,D13,C20,14210,0,60,18404
2/25/2025,D19,C20,12561,0,60,20544
2/25/2025,D35,C21,11606,2,0,20248
2/25/2025,D2,C21,13220,4,0,20416
2/25/2025,D29,C22,13324,0,60,18638
2/25/2025,D21,C22,12429,0,0,17882
2/25/2025,D3,C23,6967,1,60,24298
2/25/2025,D32,C24,8340,5,40,17293
2/25/2025,D46,C25,12404,1,0,24510
2/25/2025,D25,C25,14109,2,0,14080
2/26/2025,D31,C1,7573,3,0,20801
2/26/2025,D36,C1,12098,3,0,13682
2/26/2025,D17,C2,7199,3,0,14374
2/26/2025,D32,C2,11635,2,0,18178
2/26/2025,D21,C3,10002,1,0,16164
2/26/2025,D4,C3,11618,2,0,21548
2/26/2025,D48,C4,11741,4,0,22708
2/26/2025,D38,C4,7495,2,40,20428
2/26/2025,D23,C5,12979,2,0,19225
2/26/2025,D27,C5,8233,1,0,20093
2/26/2025,D16,C6,12452,0,0,24911
2/26/2025,D45,C7,12561,4,0,15071
2/26/2025,D22,C8,12179,2,0,20364
2/26/2025,D3,C9,8685,0,60,18355
2/26/2025,D30,C9,14150,4,0,17957
2/26/2025,D2,C10,7290,1,0,20233
2/26/2025,D45,C10,9578,1,0,20262
2/26/2025,D21,C11,12874,0,0,26198
2/26/2025,D37,C11,6311,5,0,26913
2/26/2025,D32,C12,6982,2,60,16734
2/26/2025,D33,C12,11423,5,0,19321
2/26/2025,D28,C13,13667,0,40,27809
2/26/2025,D13,C13,10868,0,0,21444
2/26/2025,D17,C14,12665,5,0,28128
2/26/2025,D4,C14,11067,4,0,25765
2/26/2025,D46,C15,8911,4,0,26062
2/26/2025,D18,C16,7911,2,0,25486
2/26/2025,D5,C16,9469,2,0,20200
2/26/2025,D5,C17,13627,4,0,20806
2/26/2025,D42,C17,8021,5,0,16028
2/26/2025,D43,C18,13851,0,0,25906
2/26/2025,D35,C18,7220,3,0,17444
2/26/2025,D40,C19,10922,1,40,25795
2/26/2025,D33,C19,11427,1,0,18866
2/26/2025,D37,C20,8881,5,40,23844
2/26/2025,D18,C21,6439,3,0,19348
2/26/2025,D41,C21,9953,0,60,27792
2/26/2025,D24,C22,7058,2,60,20157
2/26/2025,D10,C23,6659,0,60,22589
2/26/2025,D27,C24,7077,4,0,23844
2/26/2025,D21,C24,11676,5,0,19382
2/26/2025,D18,C25,7980,5,0,21427
2/26/2025,D19,C25,9697,3,0,20792
2/27/2025,D16,C1,14396,2,60,19159
2/27/2025,D8,C1,7691,1,0,23969
2/27/2025,D30,C2,9650,1,0,24335
2/27/2025,D32,C2,12779,5,60,19826
2/27/2025,D11,C3,11118,3,60,20919
2/27/2025,D17,C4,9223,4,40,20724
2/27/2025,D42,C5,11461,1,60,20580
2/27/2025,D2,C6,11533,3,40,22785
2/27/2025,D4,C6,9860,3,60,21942
2/27/2025,D27,C7,7407,4,0,19187
2/27/2025,D26,C8,11078,1,0,19640
2/27/2025,D8,C9,7096,0,60,22374
2/27/2025,D32,C10,14079,2,40,19807
2/27/2025,D6,C10,11698,3,40,21103
2/27/2025,D38,C11,13399,2,0,18413
2/27/2025,D48,C11,13425,4,60,21657
2/27/2025,D10,C12,8422,1,60,16749
2/27/2025,D18,C13,12141,5,60,14140
2/27/2025,D38,C14,10789,4,60,29203
2/27/2025,D4,C14,9199,1,0,22285
2/27/2025,D35,C15,9855,3,0,22009
2/27/2025,D28,C15,7976,2,0,21434
2/27/2025,D31,C16,8523,2,0,19486
2/27/2025,D46,C16,12018,0,40,18902
2/27/2025,D45,C17,12492,4,0,24323
2/27/2025,D36,C18,11390,2,60,25332
2/27/2025,D25,C18,6774,1,40,18469
2/27/2025,D29,C19,12614,3,0,21084
2/27/2025,D17,C20,7731,1,0,23894
2/27/2025,D20,C20,12287,1,0,18441
2/27/2025,D29,C21,13777,5,40,17711
2/27/2025,D3,C22,10366,1,0,17333
2/27/2025,D18,C22,6785,4,0,17895
2/27/2025,D48,C23,7463,5,60,25751
2/27/2025,D27,C23,10160,0,60,18990
2/27/2025,D11,C24,7026,3,0,25434
2/27/2025,D23,C25,11636,4,0,17459
2/28/2025,D45,C1,14244,3,40,17806
2/28/2025,D2,C1,9050,1,60,27471
2/28/2025,D42,C2,10595,2,0,25185
2/28/2025,D9,C2,9839,5,0,27146
2/28/2025,D37,C3,11184,4,40,16853
2/28/2025,D6,C3,11913,0,0,15121
2/28/2025,D21,C4,6507,0,60,25367
2/28/2025,D29,C4,10729,0,0,28626
2/28/2025,D19,C5,9583,5,0,18340
2/28/2025,D13,C5,6229,2,60,15630
2/28/2025,D25,C6,8668,0,0,19483
2/28/2025,D37,C6,14515,2,60,17911
2/28/2025,D6,C7,10686,2,0,20237
2/28/2025,D45,C8,13788,0,60,27725
2/28/2025,D11,C8,6122,4,60,28535
2/28/2025,D10,C9,13312,5,0,20554
2/28/2025,D6,C9,14472,4,0,20540
2/28/2025,D46,C10,13334,3,0,21624
2/28/2025,D44,C11,8572,2,60,21021
2/28/2025,D32,C11,7663,4,40,28197
2/28/2025,D18,C12,8686,1,0,21540
2/28/2025,D9,C13,11291,3,60,16003
2/28/2025,D28,C13,11082,2,60,19654
2/28/2025,D47,C14,7682,4,0,27783
2/28/2025,D44,C14,10411,0,0,27744
2/28/2025,D2,C15,14129,1,0,20452
2/28/2025,D40,C16,6867,3,60,12518
2/28/2025,D38,C17,12450,1,40,25105
2/28/2025,D44,C17,12996,1,0,21083
2/28/2025,D9,C18,12013,4,60,22207
2/28/2025,D21,C18,6626,5,40,16269
2/28/2025,D46,C19,6012,1,40,28044
2/28/2025,D28,C19,13371,3,0,23069
2/28/2025,D4,C20,13921,5,0,16739
2/28/2025,D23,C21,12830,0,0,14854
2/28/2025,D39,C21,6120,2,0,19496
2/28/2025,D20,C22,12086,3,40,19615
2/28/2025,D26,C22,11872,0,0,20766
2/28/2025,D17,C23,11018,1,40,18310
2/28/2025,D30,C24,10913,4,0,22186
2/28/2025,D9,C24,13397,1,0,15164
2/28/2025,D17,C25,12546,5,60,22622
3/1/2025,D9,C1,10927,4,60,22582
3/1/2025,D28,C2,12077,1,0,21622
3/1/2025,D19,C2,8954,5,40,21351
3/1/2025,D28,C3,10550,1,0,13584
3/1/2025,D11,C3,14781,2,0,17335
3/1/2025,D4,C4,13797,5,60,20373
3/1/2025,D13,C4,6001,1,0,25572
3/1/2025,D31,C5,10569,2,40,20685
3/1/2025,D28,C6,7811,2,0,18339
3/1/2025,D8,C6,12245,3,40,14752
3/1/2025,D46,C7,11379,3,0,20437
3/1/2025,D36,C7,14027,5,0,26602
3/1/2025,D8,C8,8979,1,60,26120
3/1/2025,D19,C9,10781,0,0,18399
3/1/2025,D37,C10,10592,5,0,26120
3/1/2025,D43,C10,9711,1,0,17930
3/1/2025,D27,C11,14601,1,60,16551
3/1/2025,D50,C12,14554,2,40,21664
3/1/2025,D2,C13,11143,0,60,26588
3/1/2025,D19,C13,6363,3,60,21182
3/1/2025,D21,C14,7113,1,0,18643
3/1/2025,D30,C15,13036,3,0,17091
3/1/2025,D41,C16,9836,3,0,25443
3/1/2025,D18,C16,9111,3,0,19210
3/1/2025,D21,C17,11668,4,60,24038
3/1/2025,D47,C17,11795,3,0,23231
3/1/2025,D21,C18,12658,2,40,19046
3/1/2025,D4,C18,9965,4,40,24724
3/1/2025,D26,C19,11514,4,0,19894
3/1/2025,D50,C20,7218,5,0,23816
3/1/2025,D2,C21,8834,3,40,22088
3/1/2025,D25,C22,8302,2,60,17329
3/1/2025,D42,C23,14414,3,0,18380
3/1/2025,D49,C23,14447,1,0,23323
3/1/2025,D28,C24,6441,1,40,20082
3/1/2025,D48,C24,7428,2,40,20230
3/1/2025,D43,C25,9769,5,0,27452
3/1/2025,D7,C25,8123,0,0,23375
3/2/2025,D29,C1,10385,2,0,25493
3/2/2025,D25,C1,11587,1,0,20069
3/2/2025,D49,C2,14649,0,0,21005
3/2/2025,D28,C3,14495,2,60,19052
3/2/2025,D3,C4,8924,2,0,20956
3/2/2025,D44,C5,7832,0,40,18060
3/2/2025,D15,C5,7220,1,0,16272
3/2/2025,D19,C6,11990,1,0,18439
3/2/2025,D31,C7,12491,5,0,21185
3/2/2025,D44,C8,11923,2,60,22896
3/2/2025,D34,C9,13619,3,0,26880
3/2/2025,D36,C10,12383,1,60,25406
3/2/2025,D33,C11,11752,0,0,18184
3/2/2025,D30,C12,14365,4,0,26216
3/2/2025,D17,C13,11815,5,60,20208
3/2/2025,D38,C13,6123,4,0,22740
3/2/2025,D12,C14,12066,5,60,16100
3/2/2025,D6,C15,14006,1,60,21982
3/2/2025,D38,C16,8416,4,0,19921
3/2/2025,D47,C16,9847,1,0,21167
3/2/2025,D12,C17,10925,4,40,23328
3/2/2025,D14,C17,13548,0,40,14650
3/2/2025,D28,C18,6628,3,0,29456
3/2/2025,D26,C19,7516,5,40,25330
3/2/2025,D42,C20,9854,4,0,28151
3/2/2025,D43,C21,10537,2,40,24384
3/2/2025,D48,C21,14751,2,40,15490
3/2/2025,D20,C22,9338,4,40,18160
3/2/2025,D6,C22,6116,1,0,20946
3/2/2025,D2,C23,12340,0,0,14656
3/2/2025,D14,C24,9856,0,60,25564
3/2/2025,D28,C25,8370,1,0,19630
3/3/2025,D20,C1,9737,2,0,17372
3/3/2025,D31,C2,12714,0,0,26698
3/3/2025,D11,C3,8997,2,0,24538
3/3/2025,D32,C4,14490,4,40,16920
3/3/2025,D31,C4,10054,4,40,20143
3/3/2025,D19,C5,13614,3,60,13819
3/3/2025,D22,C6,7696,5,0,23932
3/3/2025,D27,C7,12860,3,0,19310
3/3/2025,D32,C7,13440,1,0,24322
3/3/2025,D32,C8,13794,1,40,23900
3/3/2025,D33,C8,8257,1,40,22363
3/3/2025,D28,C9,11875,1,0,27833
3/3/2025,D18,C10,9572,1,40,22441
3/3/2025,D8,C11,12477,2,60,27056
3/3/2025,D32,C11,7553,3,60,21914
3/3/2025,D11,C12,6854,5,60,25935
3/3/2025,D23,C13,13220,1,0,22321
3/3/2025,D29,C13,9138,2,60,21832
3/3/2025,D9,C14,12988,1,0,21754
3/3/2025,D19,C14,11487,5,40,20072
3/3/2025,D11,C15,8164,5,40,18947
3/3/2025,D40,C15,13076,2,0,29905
3/3/2025,D9,C16,12545,0,60,22040
3/3/2025,D12,C16,7879,5,0,22866
3/3/2025,D27,C17,10087,3,0,20471
3/3/2025,D16,C18,6676,5,0,20184
3/3/2025,D14,C18,7126,2,40,23316
3/3/2025,D23,C19,11432,1,0,24976
3/3/2025,D44,C19,13137,4,0,20752
3/3/2025,D22,C20,8120,0,40,24123
3/3/2025,D8,C21,7736,0,40,20848
3/3/2025,D17,C22,7402,5,0,23634
3/3/2025,D22,C22,12826,0,60,13488
3/3/2025,D10,C23,12100,1,40,27578
3/3/2025,D45,C23,9950,1,0,16436
3/3/2025,D30,C24,12969,2,40,18524
3/3/2025,D49,C24,11660,1,40,25241
3/3/2025,D33,C25,9040,3,0,18026
3/4/2025,D14,C1,13028,5,40,21592
3/4/2025,D47,C2,14869,5,0,25781
3/4/2025,D47,C3,11173,3,0,15730
3/4/2025,D7,C3,7788,2,40,21492
3/4/2025,D13,C4,12970,1,0,17085
3/4/2025,D16,C5,11031,4,0,26626
3/4/2025,D19,C6,14359,4,60,18044
3/4/2025,D33,C6,14478,0,0,20712
3/4/2025,D24,C7,14975,4,0,16488
3/4/2025,D41,C7,11812,1,40,17016
3/4/2025,D9,C8,8051,0,0,20853
3/4/2025,D27,C9,14956,1,40,20348
3/4/2025,D30,C9,9145,4,0,25268
3/4/2025,D10,C10,7296,2,0,24003
3/4/2025,D50,C10,12320,1,0,20809
3/4/2025,D26,C11,7354,3,40,13058
3/4/2025,D50,C11,9300,1,0,25292
3/4/2025,D43,C12,7757,1,0,23238
3/4/2025,D41,C13,9615,5,0,20403
3/4/2025,D26,C14,9057,0,0,22248
3/4/2025,D44,C14,7680,2,40,16311
3/4/2025,D1,C15,12879,4,0,19576
3/4/2025,D18,C15,7442,5,40,24561
3/4/2025,D42,C16,11140,2,0,19722
3/4/2025,D14,C16,11549,5,0,26419
3/4/2025,D50,C17,8246,3,0,21068
3/4/2025,D13,C17,6212,2,0,21588
3/4/2025,D25,C18,6412,4,0,23036
3/4/2025,D47,C18,6750,2,0,25298
3/4/2025,D6,C19,13869,4,0,25560
3/4/2025,D49,C20,7119,0,0,25054
3/4/2025,D41,C20,12358,0,40,22165
3/4/2025,D50,C21,10231,5,40,24722
3/4/2025,D47,C22,13214,5,60,16085
3/4/2025,D41,C23,8692,4,0,19597
3/4/2025,D33,C23,14318,1,40,23329
3/4/2025,D20,C24,8070,0,40,19286
3/4/2025,D37,C24,8841,2,40,22881
3/4/2025,D48,C25,12740,1,0,20954
3/5/2025,D20,C1,7223,3,0,19288
3/5/2025,D19,C1,7067,4,0,15799
3/5/2025,D7,C2,13400,4,0,20823
3/5/2025,D30,C3,11966,1,60,24612
3/5/2025,D7,C3,6422,4,0,21126
3/5/2025,D6,C4,9495,0,0,25835
3/5/2025,D31,C5,12236,1,40,23378
3/5/2025,D24,C6,13771,3,0,20779
3/5/2025,D17,C7,13838,0,0,25486
3/5/2025,D38,C7,10792,3,0,16296
3/5/2025,D11,C8,12778,2,60,18834
3/5/2025,D10,C8,6362,1,0,23862
3/5/2025,D46,C9,13000,2,40,21600
3/5/2025,D30,C10,10812,4,60,19222
3/5/2025,D36,C11,8225,4,60,26746
3/5/2025,D8,C12,11379,3,60,23157
3/5/2025,D24,C12,8838,0,0,21776
3/5/2025,D24,C13,6473,0,0,21219
3/5/2025,D19,C14,6777,0,0,16111
3/5/2025,D32,C14,8777,2,40,26998
3/5/2025,D20,C15,10132,5,0,23801
3/5/2025,D12,C16,11465,1,40,19327
3/5/2025,D8,C17,10245,0,40,21020
3/5/2025,D3,C18,7049,4,0,22259
3/5/2025,D37,C19,8827,0,40,28083
3/5/2025,D29,C19,11299,3,0,19809
